2020-01-28 22:40:03,192.168.10.30,93.8,65955588,64400244,4564,63100,67,3.09,0.22
2020-01-28 22:45:03,192.168.10.30,93.8,65955588,64406416,20455,123797,67,3.09,0.22
2020-01-28 22:50:03,192.168.10.30,93.8,65955588,64410376,126612,118008,67,3.09,0.22
2020-01-28 22:55:04,192.168.10.30,93.8,65955588,64414976,5317,101533,67,3.09,0.22
2020-01-28 23:00:19,192.168.10.30,93.8,65955588,64421448,2355,2368,67,3.09,0.22
2020-01-28 23:05:03,192.168.10.30,93.8,65955588,64433488,354263,248401,67,3.09,0.22
2020-01-28 23:10:03,192.168.10.30,93.8,65955588,64434936,87766,68997,67,3.09,0.22
2020-01-28 23:15:04,192.168.10.30,93.8,65955588,64441176,25394,122452,67,3.09,0.22
2020-01-28 23:20:03,192.168.10.30,93.8,65955588,64443892,324168,98607,67,3.09,0.22
2020-01-28 23:25:03,192.168.10.30,93.8,65955588,64446796,103273,178176,67,3.09,0.22
2020-01-28 23:30:03,192.168.10.30,93.8,65955588,53397052,3677,99005,67,3.09,0.22
2020-01-28 23:35:03,192.168.10.30,93.8,65955588,53402896,6483,27796,67,3.09,0.22
2020-01-28 23:40:03,192.168.10.30,93.8,65955588,53409108,38833,50792,67,3.09,0.22
2020-01-28 23:45:03,192.168.10.30,93.8,65955588,53411708,4739,100523,67,3.09,0.22
2020-01-28 23:50:03,192.168.10.30,93.8,65955588,53416392,147847,121548,67,3.09,0.22
2020-01-28 23:55:03,192.168.10.30,93.8,65955588,53423464,33253,187776,67,3.09,0.22
2020-01-29 00:00:03,192.168.10.30,93.8,65955588,53425888,279249,79194,67,3.09,0.22
2020-01-29 00:05:03,192.168.10.30,93.8,65955588,55146384,318773,321305,67,3.09,0.22
2020-01-29 00:10:04,192.168.10.30,93.8,65955588,55151176,22466,117951,67,3.09,0.22
2020-01-29 00:15:03,192.168.10.30,93.8,65955588,55154888,728576,537926,67,3.09,0.22
2020-01-29 00:20:03,192.168.10.30,93.8,65955588,55159004,10728,90306,67,3.09,0.22
2020-01-29 00:25:04,192.168.10.30,93.8,65955588,55164196,5973,111166,67,3.09,0.22
2020-01-29 00:30:03,192.168.10.30,93.8,65955588,55167688,13732,132144,67,3.09,0.22
2020-01-29 00:35:03,192.168.10.30,93.8,65955588,55177256,152730,123678,67,3.09,0.22
2020-01-29 00:40:03,192.168.10.30,93.8,65955588,55184528,52228,201882,67,3.09,0.22
2020-01-29 00:45:04,192.168.10.30,93.8,65955588,55187952,14112,113945,67,3.09,0.22
2020-01-29 00:50:03,192.168.10.30,93.8,65955588,55330348,1544892,168949,67,3.09,0.22
2020-01-29 00:55:04,192.168.10.30,93.8,65955588,55379472,9011,164807,67,3.09,0.22
2020-01-29 01:00:04,192.168.10.30,93.8,65955588,55385556,4938,98218,67,3.09,0.22
2020-01-29 01:05:03,192.168.10.30,93.8,65955588,55395836,2710,50268,67,3.09,0.22
2020-01-29 01:10:15,192.168.10.30,93.8,65955588,55399844,105675,61829,67,3.09,0.22
2020-01-29 01:15:04,192.168.10.30,93.8,65955588,55406960,601970,156063,67,3.09,0.22
2020-01-29 01:20:03,192.168.10.30,93.8,65955588,55410988,466187,210519,67,3.09,0.22
2020-01-29 01:25:03,192.168.10.30,93.8,65955588,55413148,12079,70779,67,3.09,0.22
2020-01-29 01:30:03,192.168.10.30,93.8,65955588,55419404,8847,104522,67,3.09,0.22
2020-01-29 01:35:04,192.168.10.30,93.8,65955588,55425912,85344,86008,67,3.09,0.22
2020-01-29 01:40:04,192.168.10.30,93.8,65955588,55438176,56910,113436,67,3.09,0.22
2020-01-29 01:45:03,192.168.10.30,93.8,65955588,55433780,9564,82480,67,3.09,0.22
2020-01-29 01:50:03,192.168.10.30,93.8,65955588,55439592,281246,208387,67,3.09,0.22
2020-01-29 01:55:03,192.168.10.30,93.8,65955588,55446260,6943,53566,67,3.09,0.22
2020-01-29 02:00:03,192.168.10.30,93.8,65955588,55450920,70744,174371,67,3.09,0.22
2020-01-29 02:05:03,192.168.10.30,93.8,65955588,55483428,313579,324684,67,3.09,0.22
2020-01-29 02:10:04,192.168.10.30,93.8,65955588,55485608,23768,30000,67,3.09,0.22
2020-01-29 02:15:04,192.168.10.30,93.8,65955588,55746768,190413,154072,67,3.09,0.22
2020-01-29 02:20:03,192.168.10.30,93.8,65955588,55748812,14518,314067,67,3.09,0.22
2020-01-29 02:25:04,192.168.10.30,93.8,65955588,55753464,2944,50883,67,3.09,0.22
2020-01-29 02:30:05,192.168.10.30,93.8,65955588,55774696,201777,298412,67,3.09,0.22
