2020-02-23 22:15:02,192.168.10.171,93.3,2047936,592140,23787,103166,14,0.31,0.35
2020-02-23 22:20:02,192.168.10.171,88.2,2047936,594160,19232,61151,14,0.31,0.35
2020-02-23 22:25:02,192.168.10.171,88.2,2047936,602008,7023,13761,14,0.31,0.35
2020-02-23 22:30:02,192.168.10.171,87.5,2047936,603252,11638,17528,14,0.31,0.35
2020-02-23 22:35:02,192.168.10.171,93.8,2047936,595900,12014,18819,14,0.31,0.35
2020-02-23 22:40:02,192.168.10.171,88.2,2047936,597732,11964,21469,14,0.31,0.35
2020-02-23 22:45:02,192.168.10.171,88.2,2047936,598324,19082,30594,14,0.31,0.35
2020-02-23 22:50:02,192.168.10.171,82.4,2047936,599200,14339,24395,14,0.31,0.35
2020-02-23 22:55:02,192.168.10.171,88.2,2047936,599712,11564,17326,14,0.31,0.35
2020-02-23 23:00:02,192.168.10.171,81.2,2047936,600720,5366,7499,14,0.31,0.35
2020-02-23 23:05:02,192.168.10.171,100.0,2047936,602464,10361,17423,14,0.31,0.35
2020-02-23 23:10:02,192.168.10.171,87.5,2047936,601488,21404,82465,14,0.31,0.35
2020-02-23 23:15:02,192.168.10.171,87.5,2047936,602540,26825,95418,14,0.31,0.35
2020-02-23 23:20:04,192.168.10.171,93.3,2047936,608276,20916,85239,14,0.31,0.35
2020-02-23 23:25:02,192.168.10.171,52.6,2047936,606660,10512,12816,14,0.31,0.35
2020-02-23 23:30:03,192.168.10.171,93.3,2047936,531524,17380,56431,14,0.31,0.35
2020-02-23 23:35:02,192.168.10.171,83.3,2047936,529904,6588,10221,14,0.31,0.35
2020-02-23 23:40:02,192.168.10.171,70.6,2047936,530324,21230,41687,14,0.31,0.35
2020-02-23 23:45:02,192.168.10.171,87.5,2047936,529804,13290,24342,14,0.31,0.35
2020-02-23 23:50:02,192.168.10.171,93.8,2047936,528632,8681,7984,14,0.31,0.35
2020-02-23 23:55:02,192.168.10.171,93.3,2047936,530060,17579,32227,14,0.31,0.35
2020-02-24 00:00:02,192.168.10.171,93.3,2047936,533116,12235,36440,14,0.31,0.35
2020-02-24 00:05:02,192.168.10.171,81.2,2047936,532848,12299,36044,14,0.31,0.35
2020-02-24 00:10:02,192.168.10.171,86.7,2047936,534488,20626,103657,14,0.31,0.35
2020-02-24 00:15:02,192.168.10.171,87.5,2047936,538628,16416,44060,14,0.31,0.35
2020-02-24 00:20:03,192.168.10.171,82.4,2047936,538708,16464,30843,14,0.31,0.35
2020-02-24 00:25:02,192.168.10.171,88.2,2047936,535684,13899,37626,14,0.31,0.35
2020-02-24 00:30:02,192.168.10.171,87.5,2047936,535748,14218,25087,14,0.31,0.35
2020-02-24 00:35:01,192.168.10.171,87.5,2047936,536260,8761,8323,14,0.31,0.35
2020-02-24 00:40:02,192.168.10.171,81.2,2047936,538480,13849,17753,14,0.31,0.35
2020-02-24 00:45:03,192.168.10.171,88.2,2047936,538980,14898,30161,14,0.31,0.35
2020-02-24 00:50:01,192.168.10.171,93.3,2047936,542876,7417,7129,14,0.31,0.35
2020-02-24 00:55:03,192.168.10.171,87.5,2047936,554100,9781,13767,14,0.31,0.35
2020-02-24 01:00:04,192.168.10.171,87.5,2047936,542236,8507,14754,14,0.31,0.35
